,summonerId,summonerName,leaguePoints,rank,region,championId,mainChampion,championType
996,MeWVHew4lh0AsIWAVM6uQOK42fEXMH9X_GSh08ApnhHeqIFGvrBEus3rlA,100 Busio,852,I,KR,555,Pyke,Support
997,Z23X1lZGFtuAid-An8HmibSxVP_scRkgTdpV3UQhhMLzgp8VlxrATH34Dw,메로나마싯다,850,I,KR,134,Syndra,Mage
998,8v-5B-mmhyWnDDwIt8t9AtkR1toEoVmKnfbJELdtkuMNZcXbUwl6Bk7mTg,guikkl,850,I,KR,498,Xayah,Marksman
999,0iNxvxUXxMpKhNzX99Jetj2DDfu13Oqc4FQHWnRW67TlmMs,어리고싶다,849,I,KR,126,Jayce,Fighter
1000,UNYcfLbV_MKdLqRw0X0iWrQBdg9-uIBpxGDxpUOOil7aDfw,GGGori,848,I,KR,142,Zoe,Mage
1001,CEhCnVvdkCoaJTMp65Ep9brnQ3gOqi3Vw_iHGCStiVsE1HQ,강하다 별,848,I,KR,126,Jayce,Fighter
1002,MtlLldhAKDYfguGff8ZmzThQUKGPW4MCpzrjrgQcM1D2SIGEsjeV3en3xw,Supreme01,847,I,KR,114,Fiora,Fighter
1003,QEiJ8C2QwBpmg6eyy5a8HHVzpcRIqVY59gwCj3nXAzU2vQ,Hide on bush,846,I,KR,7,Leblanc,Assassin
1004,PFOxkiV-yFSJKZvdasfdY6yZ6hbolT8sE_Wwzzg2UJtk5BEr-ZE7Cs9s6Q,신을저주해,845,I,KR,8,Vladimir,Mage
1005,j6NYKaBNjYWQ8SE6RxAsIwmKD_CXs3No2Js5d6BVn4ng1WnkmrkNri221w,몸개그 장인,844,I,KR,84,Akali,Assassin
1006,ORd1UQ8U4WfxuKkttdCqBL9d0G6jJo3d4MBR8AABrBcwqDyluCXp-Tt1IQ,EveryD EveryM,844,I,KR,555,Pyke,Support
1007,13vcpM0yvvRkDfrG9A57cBbGCXQDOvzTV45j434GHlyOEDLlD-2NsygOpQ,4006114,840,I,KR,267,Nami,Support
1008,hJzwhpKsmm_Y6qpFifziIsYUpiLTmHXitFXDF3eU3j3KqY0,0NER0,839,I,KR,64,LeeSin,Fighter
1009,rYLr9EQdfiulLASmoXvW7ftZRxchC3ER3wTUelthEClRwsMPqyDuewJlow,행복한 태윤이,839,I,KR,81,Ezreal,Marksman
1010,oA5yo9S_H54GY9XzsiQvGf0fxEhtPMti4N2Sehntn2GxCGmSAMozw71p7g,su yi ming,839,I,KR,126,Jayce,Fighter
1011,XKDuUI9Iqh9s1o9Srfk5-C-cNHSjB7_KMZzf3uN1Tt7ViS8,t0 Make it Count,838,I,KR,39,Irelia,Fighter
1012,e0Y9yi3mscPmAtElF8VcnubrLClpGYzmTlotbNU2FKzQWvdE_1DXDNmb5A,Tangyuando,838,I,KR,517,Sylas,Mage
1013,YymIvbmzeTvU7Qf1_78QsXa4zNy17mKzhS1LRqkeeYrj0Hs,wait15,837,I,KR,711,Vex,Mage
1014,J2VoZFELGZNy0YZTfjuLbpWEi0YULpt8w4IX9BRs1ivVrTA,이렐아칼리,834,I,KR,39,Irelia,Fighter
1015,syMbgiGDvKEiwPwRecx5JpmwA0-mYcg0sRUsrp98-k4dEa0H_V_UQt2WhA,n1ka,834,I,KR,234,Viego,Assassin
1016,sfRvqWNose2K2OCboUctyYwfXh2w-DjPdDX4aX96twOI1xw,ziyou,834,I,KR,64,LeeSin,Fighter
1017,LpOY4rjOpaC3ezOwa9wm5iSeroVjm86Tyj-wFcpf0jJO_IeR76NvnKwUXQ,IlIllllllllIllll,834,I,KR,53,Blitzcrank,Tank
1018,IPKu_sjvKEV7zeZT9I-kIK-VCdLMX1mrSowA-0QAK2Ldmg5SyQM6OwtdBw,오랜만에 요리,832,I,KR,104,Graves,Marksman
1019,Xb_tBO-nQv8qrQj75ru4vpvSuGlOrBQNG0-Bgh9dZF0ArsE,더블큐티준서버거,830,I,KR,115,Ziggs,Mage
1020,1DRGEarbl31ac4KnRJguRLGMdOcqPcA4ba044BZXHGZx2TJqa2EARJOuzA,knightt,830,I,KR,103,Ahri,Mage
1021,VONiPvS_QJky4n03k6bOmfjVhgFN-xCzo6884FnnockTVLFmW3fuufqNzA,born a stranger,830,I,KR,246,Qiyana,Assassin
1022,0F1sn5cr2qGsrK4wmwuIw__cwhxtx5ZhREFfFL-y73roeg6GPXnl8wu3Mg,07 JGL,829,I,KR,246,Qiyana,Assassin
1023,WVkmb9lbtk3_li45cTTXlSpFl_HfNyMVb2UIbJf2JEvrsKMZssaqdCn2Ww,기다리는거잘해요,825,I,KR,81,Ezreal,Marksman
1024,xLU41FsOfVvrx5YmdXJ4zjEJEm9iqYpCo_IqytmxoZDAhHo,난화내,825,I,KR,145,Kaisa,Marksman
1025,H9eR4tkoxebtUUZCkhGDRX2RrPEcgNqIp4chom5tjtuiAZEMHj779PpPQg,신이 웅장하게9,823,I,KR,91,Talon,Assassin
1026,2y7f4sSvruT5fJtco8LFBZsT_nguXa1chZqgw76BavCTj6PhZcI3T1ANcw,Periwy,820,I,KR,360,Samira,Marksman
1027,gqAd0V1CXlKLf1ukGHNrVrrGtugpTo8y70ZRgYnnEEYx0as,티원 에스퍼,818,I,KR,412,Thresh,Support
1028,OzzJxXdUpUZznf3q_KquLx_7ZJJWlPxMgPLF6MRGMdJeejA,에이 R 티,816,I,KR,145,Kaisa,Marksman
1029,6xi1e-2t3h87CIvk9FignWFLW1hSuYn-dj8DLBQdzbDeiA,늘 완벽하고싶다,815,I,KR,126,Jayce,Fighter
1030,9rM4mNuTR-DvVXl_PWvKakGYHMMu2vxqhPGYzdGmfhWjKg8,금현성의 한방,815,I,KR,105,Fizz,Assassin
1031,wqSos7ZuW1ZBzU_4VY2Sw5L3aG0HQ4S-iDhp2eF78HagNlEbc-LvrreAKQ,Surtic,813,I,KR,234,Viego,Assassin
1032,Zsiqox-Hdefd8rpe0n1ACFdTqlvZ_8YvbloygEHkgfiybPUY,젊은 시절 용진이,811,I,KR,238,Zed,Assassin
1033,I5cLvuwTTxQhEKHFPNvsLPSS4GUBG2Bb77KX6VT5Pmfr_Px5WOipaKpwIg,WBGzhao319266030,811,I,KR,234,Viego,Assassin
1034,AYQKj8NPWg6imb6yTruOJvC_tbCisLO3p1AKxHUZ5WSXH5EqaAc5mkQ9nQ,watdoesthefoxsay,808,I,KR,234,Viego,Assassin
1035,M3PDTqb__Rx4u07GhM0ZhS6GnQMl-BOaQY9HKXQyhX8lnQ,초보강아지,807,I,KR,516,Ornn,Tank
1036,gmzzKJqbB4vhlwjmzv39qwZxzMpSSk4eF-IIJZ_832O_tG4,HLE Seonbi,806,I,KR,64,LeeSin,Fighter
1037,Sfg6IZLtfkbfbCoZkq1gatjgK104ZrQo0OAoMwuoesz7KOw,HLE Karis1,806,I,KR,84,Akali,Assassin
1038,lIGZz76lCoHOrzLsMRkkpgzc4Fft_7VxarDwO_HAhOVkfzStjCh4GlcAQA,ban zhi hu li,805,I,KR,142,Zoe,Mage
1039,2GRnASAIh31_uUBp0JtOBm1w1-Vh0sr-ejSHlq8zTDb7N3yhETfj_Y582Q,cxzasqw,804,I,KR,246,Qiyana,Assassin
1040,BJ0GrjxiuCHtd5EbXkYJ4AwzKHzkZNnH9LTNNASKqIrxOoI,견 백,804,I,KR,76,Nidalee,Assassin
1041,W2xQ8alS1r4F3ugb3i8HgLUgHKJ8g8wg2oymQVlWrFMBsuzP9HZTyEJNRw,Epilogue for you,803,I,KR,234,Viego,Assassin
1042,Oyg-vbORgCKEZWcSbt92reOMCD44fUuDzi_zZjIDdXmNX6A,아프리카TV 짝강,803,I,KR,81,Ezreal,Marksman
1043,SnukTaVJQCn3UkY74zy3_4YEMhLustWCwSbInWWcv8L4Np4-ix_5jhon8w,금방1,803,I,KR,526,Rell,Tank
1044,cwAOKUbTKCT8d42V-GiNiQziLvv3cfOdzlOPpsEX1_Ibvus,그땐 그저 좋았다,802,I,KR,72,Skarner,Fighter
1045,TuN-Tm8tOHG4G6sBW4_oiYJ0fH7bV0pjnIt-N2Twd6HorAU,직스 좀 믿어줘,802,I,KR,115,Ziggs,Mage
1046,_slPr3FLbc1LdFoM7FHvlCnki64rYxdQdDfpFGtrASkfP0k,Flo Rida Jungler,800,I,KR,76,Nidalee,Assassin
1047,z--lRvAEIE6J3PyRlPFNLSNNnA43wjN-X-nJAzaTNTu1MQc,langman de,800,I,KR,81,Ezreal,Marksman
1048,KX3OGSwoLDzYRxM4HyZcaE3LsliuQWCiCRF-edm0-Su5JcDiB803oyGwPQ,AfreecaTV 양만득,799,I,KR,81,Ezreal,Marksman
1049,xwI5kAQyQEmjrHN4zc-F73jyXCrP4-axjr-4-EkmVfdfNKJuFbv-t24K3Q,Spongebobb,799,I,KR,76,Nidalee,Assassin
1050,mDuCVCmcrpv6G_NRqij7ldqJcBkjCVEvrN_OoduCxWNtjRmQWGt9btLAXQ,ma ma de hua,798,I,KR,24,Jax,Fighter
1051,4uKGi9vDTcvgc1ygps94P9guWVIOL4wUFWWamoKbkoVDuOs,농심 흐흐,798,I,KR,412,Thresh,Support
1052,LbOC08Y9w-hkvlNI5WzNtcMg0ySNLAVM57gOtbBYrMAQ-E9b4lEYoOv5Bg,minhe,797,I,KR,9,Fiddlesticks,Mage
1053,mBbZ85wh9K04BVdaovRsVlHpKNpRIVK0HLhcLb9k47D9ves,강주연,797,I,KR,64,LeeSin,Fighter
1054,OTKwFGjXp_6GpVLD6nq6RVssZxpakk8VgGBvF_P-ajyBF2_6vs5XrsviUA,한달내로1페이지,797,I,KR,246,Qiyana,Assassin
1055,SWK8cQ-RVU0lyRZhER-knIRash4evEwBmne8yHGE99qO8Lg,어디료든 문,796,I,KR,104,Graves,Marksman
1056,HpgjjVi0WOEMZFLpH3WPuDBh7pz3lQPUKNQToPOgXiR_8KiGb3P7mcP1rg,fishqaq,796,I,KR,166,Akshan,Marksman
1057,mOdarr8SUonNS0kd_U853qaBDYEJ8uBnPWdyuzfRoGnJtrk9ONSG-vMlPw,afahfajfajhf,795,I,KR,103,Ahri,Mage
1058,aO2hWw62tFTMIS0d4-oSo72VCzLQrBgpweOipcL5fIF6ajk, 7I 인,795,I,KR,64,LeeSin,Fighter
1059,OXpsohKu1QK7amInzAvyw6M7GorwpTx18Q7ALy6G8TA-b8YrTkjcC8hBRg,뜨겁고 신,794,I,KR,104,Graves,Marksman
1060,AaDBtP2v33PQk6CjCOyNM33I0FpD8G9QnuvC5r69W0u5mlE,꿀잼사과잼,793,I,KR,36,DrMundo,Fighter
1061,-INDF-T_hR8my3yyJA5o124chW6i4tPNMzGYuzOlTVtq8w,Diuqil,792,I,KR,12,Alistar,Tank
1062,JrfTC794FlleBrNJaQUmJQkomjWd64rrqmDR71GSYQlNDx8,nishipangzi,791,I,KR,39,Irelia,Fighter
1063,zLLgniBZdWrSqKP2SZ5xAWXlxW9hXv5TQZKd7vUJ8DPxMFW7,gogo megan,791,I,KR,111,Nautilus,Tank
1064,7Qmg9NJHcQkSKFuJ8YbKU402RQvEaE-5-x7D6vEmRde-zoVoNRFH4mrcPA,kiwi doctor,791,I,KR,68,Rumble,Fighter
1065,d0aiT3uNjd7Uwo8ClbLGMe4_3oq8b5K5fGTmK0OFj0fk3g,김유호나우두,789,I,KR,50,Swain,Mage
1066,d0aiT3uNjd7Uwo8ClbLGMe4_3oq8b5K5fGTmK0OFj0fk3g,김유호나우두,789,I,KR,50,Swain,Mage
1067,yLbbdDl57Razs7BkpyRk97sYjyEGITdyuKdolEQH3PP2OzA,HLE Lukalux,789,I,KR,266,Aatrox,Fighter
1068,NXhRWZVFHvflHkhJMVf7vZ_c7qmgnibTrKO3rN4-U0XBe_Y,눈 깜박한 사이,789,I,KR,81,Ezreal,Marksman
1069,OXFFxSJfWI45KHcLPv-8ESgyykyEKX_jlsSnKECmlfwqH7iHEnOGSMxeQg,차오꿀1,788,I,KR,360,Samira,Marksman
1070,Pg0oyEpxShbtwxddovz3vG4swPrs-BH4rCb5_eYDLEX14naNzoDCkaGZFg,Doing Crazy BRO,787,I,KR,234,Viego,Assassin
1071,QOdJXgSJV_lOc9qOPonedM6e_dr8UAq-XsVpTQ1khRoYOIihAFFHRmGuLw,psss,787,I,KR,114,Fiora,Fighter
1072,tS3suw87KKBO-GaqT7drUQOq72hjP953XPaislI-ZSQHQeM,다메 닝겐,786,I,KR,41,Gangplank,Fighter
1073,ItKFDAAfqpOLWCCgatLgo3VaoFK2bFR5awnF5fW5tzw6ZfH27Dqt-ssQtw,dying alone,785,I,KR,104,Graves,Marksman
1074,_0oUIk4N5DqKeF9acVr6R4dzjV5eGo0igtuUgpIEhfEEXek,Eunko,783,I,KR,432,Bard,Support
1075,Fkm7n4NkM7ruZk52wYB-3M7k_matJm2w5PvO-OiFxOs8fCl2Xgi_7I8aAQ,long zhong niao,782,I,KR,234,Viego,Assassin
1076,J-fsdujkc5IxQSrbCwk9_Xmqx97yRtEqqEUdaYsGfVC2lEo,만족 금지,776,I,KR,64,LeeSin,Fighter
1077,QrgrRPSzIcsY3jissA_CyPvN47DcYYi5Ufk8Z3kBCzR-zYVW2AHSZBCGPw,fabaju,769,I,KR,81,Ezreal,Marksman
1078,2CkJr5Eel0oW3X-vnpM3yYWbDrP9kTXZyJfjFpSgJX3msA,SnowFlow2r,767,I,KR,412,Thresh,Support
1079,4lkk7O3KZhEdK_Y3_qoaOdptXRYeFVAyiEs-dWfQQprf0kaeK0vHMjqECg,qwerzxcvbfd,757,I,KR,103,Ahri,Mage
1080,CzQ4r2d2CCW8-HM5KQC6v5LJirpk3EqjlOl3G2yEKTKjTkA,8월24일 기억해,756,I,KR,412,Thresh,Support
1081,CoUU_VrVlUCBSXxxr3fX1L-7OlVp8lXJGTf8Q85Iw6ad,Haka,1657,I,LA1,24,Jax,Fighter
1082,VuklEIJWKq1GfF4ZVVByYZ-dklsU0GhUpw42GDKn6iAtXKG4QqW19n9IGg,FBGG Melvox,1366,I,LA1,24,Jax,Fighter
1083,cw6DUXqipx3f2zRgaK1Z5IX48XkGNazJohZwEVYKHB9T,Wind19,1315,I,LA1,107,Rengar,Assassin
1084,pduAXi_65bT9If2SvawD0FlUIFwd7xulLqcKqfiTPB07CVg,Ai Hoshino,1258,I,LA1,523,Aphelios,Marksman
1085,j9ZfkrlhZMSHLprkRFF9zlfcE07PFfL31yNkVYWzIEY,Luha,1225,I,LA1,154,Zac,Tank
1086,tHBKMVXbEsrK2XRSQEx5ZkWYvN0u7hmMWkZnihf2jKNfejM,MIC Deadly Mark ,1170,I,LA1,238,Zed,Assassin
1087,3vCbn7D4QZ3rWSlxjr40Fj1wC7GGLf9rxZgmYpeR2HTj,Sanha,1160,I,LA1,55,Katarina,Assassin
1088,54haNMCbOdBy7quYjOvk5DR95Qcq3ovbe41k9NLn4Bml,STX Pastelero,1142,I,LA1,80,Pantheon,Fighter
1089,BoAatOXHUA4D8-ScUR52S8kcM58YiCI9oPFlZpi-G4k,Speakerzoid,1117,I,LA1,236,Lucian,Marksman
1090,OXw9I4iQ3NkMdD3YzPyLPSBul-EpM0FQ9-q_XwCljLj9,Chigüire,1108,I,LA1,412,Thresh,Support
1091,kvXBJNOKvjFZ36er_3yvvDOTyO1NEHKlDpVx4Det3X6Pqw,OIivia,1095,I,LA1,92,Riven,Fighter
1092,KhQ6hmGVcAYsPtQDLjEPuqaMTOQNL4uQFWbVNtTevv0,MARI0ME,1084,I,LA1,81,Ezreal,Marksman
1093,3nN4g2w5OUHnDAK9ZFOuchvB3B4tAHuYo2pIG2C39mt3Uw,Apatîa,1082,I,LA1,523,Aphelios,Marksman
1094,3MlfwzAWFVGboqnDiMttEcPKBWnshK33G2a3o3hCa0bsEGU,sgbhg,1062,I,LA1,222,Jinx,Marksman
1095,NIYNe3kV8xcsD6dCt5hP0NyAgTW9LQnK6gnDB4vGkSQt,Lightcax,1028,I,LA1,43,Karma,Mage
1096,SEXPqromxMz9TS3GZCoJyxDFJ3UESj0mf2xrxsOxczKpbA,Diny,1022,I,LA1,67,Vayne,Marksman
1097,29JOAYkCHLoVEuMGcCDlzzidoUHVLSGfxiGz30NlPN-4,lG girldopamine,1020,I,LA1,157,Yasuo,Fighter
1098,I7ImHNW_9NoTwipVBrE8smua0g4Ylwctxkj3tX_OytIrSQ,espoir,981,I,LA1,267,Nami,Support
1099,KGznAIJwEnMbvFftQN0Bz02ZsW8qjboWfn_JajxizVdaTek4YtUXO3sRJA,Zacando Moco,974,I,LA1,154,Zac,Tank
1100,DKCC7nfoX_WqY3lBU2NCVogFj12qr72jpSO8plZZLYsNQek,Alann,968,I,LA1,119,Draven,Marksman
1101,H2I0gys5O30UShX_alvF2HKun_7s0o0ll36F4RNPwCLuww,Revya,953,I,LA1,238,Zed,Assassin
1102,RH5Zz2L4SeskPkPdmPn15p-aKi3IIWYdU8zUCy_q2xkU,PIKADURAEXTREMA,920,I,LA1,202,Jhin,Marksman
1103,L0O8qPcZrt9pXXB1M0pRu5FTsqgYRh9Ts6DEw-56Esewsw,Blacknoize,919,I,LA1,145,Kaisa,Marksman
1104,N4HEE0XitOL2oMURYD2lsJFza3xlApWEY5dLUatp-J8mNQ,Rocnar,905,I,LA1,34,Anivia,Mage
1105,AHApYgasfXAUw9diA8UCPvS79wmle8k4Oddnlvi5tQzAwYo,Akatsuki,901,I,LA1,51,Caitlyn,Marksman
1106,uoKzAtRf4yNhOK7KtEG21f8U1ThrvecNjpcmZNi20-c,Aletsis,871,I,LA1,81,Ezreal,Marksman
1107,-bNbYdjf1Uu5OGr7Rgu6DLPqC1Kvcagogo027K9YVmoM,buinyuin,871,I,LA1,412,Thresh,Support
1108,zX2mForq_3_bvQGkonyK09XJYWk_3pGYA0Xln6qZ0VlU,OtpRiku,870,I,LA1,122,Darius,Fighter
1109,oIJ8WMeX8arhOL6i_5trr8cgItKCQKLMske11SJVS-Dmt2g,Sung Jinwøø,869,I,LA1,104,Graves,Marksman
1110,TgB94HH1d81aXyhvcdYNnV9vkMjKFldTE-xkSYfpjub96w,Tragic Łonelines,858,I,LA1,11,MasterYi,Assassin
1111,Kk44TyxvexN87YQO__mh1w7GH83Qg-8VilPj-FEmPEePN9ymyj7635n18Q,Chadley,856,I,LA1,99,Lux,Mage
1112,8neYXtpHByl9ipN95GEI7sHZRRRyKJq1narKtfNiykyojaw,Chopper nomás,850,I,LA1,33,Rammus,Tank
1113,w89MzzsH-z7j8ZeosBE2FMSkSEwjx55CZ6zngQkwPxA_sg,Chainzaun Man,843,I,LA1,6,Urgot,Fighter
1114,nnELmsQXdga7bN_z0Vwca7yfgQ0Wso5_oYHEDCyzoxJq,Twitch ImKeixt,839,I,LA1,23,Tryndamere,Fighter
1115,blc8uuSByB7Qv9mSg3oeiOWgOJuKGcKBrym8ygPAzmwe,Mortuario,838,I,LA1,81,Ezreal,Marksman
1116,7HVIpjiFaBIe_vq6v-zXro5eFCriSCQabIRZWfXqiEzkMcY,FernandoSalr,837,I,LA1,164,Camille,Fighter
1117,wECupsvgi2O7FZwPhfSaz10_Tvf2y92WQiB0ADY55A7K8w,desugan,831,I,LA1,81,Ezreal,Marksman
1118,H0Y1kLWLPhZIX8vKjW0VHufZ4DiSdfKTNCtuyDC3eIcbuQI,Fearruz TTV,830,I,LA1,51,Caitlyn,Marksman
1119,S7-pmd5TgRL0ZjX8w6R1MTJ993SXDudt1LwmlHLvFKOj,BaIIack,828,I,LA1,201,Braum,Support
1120,J4uY5rRZrc8G0ai1S_qIlkJlCsef96KWt3R-ZlqSz9A4,King Ron,810,I,LA1,69,Cassiopeia,Mage
1121,IMWAqXwmBX_1XXg63vO4gkwvyJ7UMD5g7rLbhKPvgRIK,Tëns,810,I,LA1,157,Yasuo,Fighter
1122,jNzIhfe7SZrFnXnhDVnC8jrwB88_TZjTVnAiyl3ZrpA8,bananoloco,809,I,LA1,69,Cassiopeia,Mage
1123,jTMCAfd22PVTP5EbkFeXXc0fQ0akXzXuT8Lc6V8wsAdnr_E,MXW Drakath,802,I,LA1,266,Aatrox,Fighter
1124,ADDJ-vwGVc-YatUqpT7sq2mnX2QpAeUX8o9paQoPWTJuig,VDM Daycrow,800,I,LA1,51,Caitlyn,Marksman
1125,kYNe_K-Ml9kePY-J1yBTlP-N5d4ui4zIw0-S_mxiRHL09K0,Steellar,798,I,LA1,164,Camille,Fighter
1126,Im8SPRXwtxSuNN1jxQc5cwpnsrSZsRnJMIE_xJQ67JfuQA,felipelou,797,I,LA1,107,Rengar,Assassin
1127,VMq5O__KQ5rvdlbZjxiw_VnvRgion8hkvjLAsXfX-hwzbNBhDUOAIQsopw,Bodmon,796,I,LA1,420,Illaoi,Fighter
1128,YkVQM7QisWvDF6jO9efHjQR2XfvDduNsqKEELxW7D5Je,Hyimds,787,I,LA1,99,Lux,Mage
1129,yMvGUrkwLOZnPg-ddAKIx_8l_hy5dP6LsTgV5UU8s1js,xoxzoroxox,785,I,LA1,31,Chogath,Tank
1130,Wol1AQjApe7E3YpGXNlfuyOz_jcMwjAB8ELiBo17C6rq,MIC Bigby,783,I,LA1,67,Vayne,Marksman
1131,u_729YlJB4rS-vJNEpKcWw6wmXTxsXet_cFHLRqBXQA,Nuggles,783,I,LA1,81,Ezreal,Marksman
1132,48vVIzWCQcfFc8MwYBHPFxnYUiVJf4_-djdPiEl8HqPsqg,Eunbi,776,I,LA1,84,Akali,Assassin
1133,6YkMLBLW483ffAykN16fON0BX8gysGIGIKEIng_jPZViyQ,542 542  ,774,I,LA1,145,Kaisa,Marksman
1134,8B9YD2qeMCFPH5sahWvpGJRM5T2cI7ctc1PuP9S2NGOllw,Lord of Wolves,773,I,LA1,81,Ezreal,Marksman
1135,BrZnieeRGVOeL_BrFejTKtTmjTqRUXwg6wxXm4nSQPc,SDE Bittersweet,771,I,LA1,99,Lux,Mage
1136,RaYP5Pz_9MjL0oPHmFGQQAN6j2MWrUGFxaXgJ6OFxD-k5A,Shunny,771,I,LA1,157,Yasuo,Fighter
1137,EJ3HlQDN-T9i_6prf70X93qbEwAOxuPyFKWt-joCP1TA9Q,zMelon,771,I,LA1,55,Katarina,Assassin
1138,JfCffupmdTJsBsk_jf7KdG8noWypRHp-t8_DvTAXhuMt,LFT Jyu Vıole,770,I,LA1,21,MissFortune,Marksman
1139,lfB5S_oJEyCOKJrl-2sub7jHLfPdZ5iQ7SGx_KKOwGcG2w,The Fíend,768,I,LA1,122,Darius,Fighter
1140,592Vsr1IyAlcNn1SXrmI5vvyodqubvrz3VQlmKY__KVnvkoa,Ashpe,766,I,LA1,22,Ashe,Marksman
1141,PYpyCORXVD2hf2dzdXy5xn8VL1K4KKl_lH8YMI6pR4WH,Ahri,765,I,LA1,41,Gangplank,Fighter
1142,RKmojT1p4qw2_HhkCIH0en0OuYutHfHoVYAYp4NkU_xCmw,ˇShadowsongˇ,765,I,LA1,10,Kayle,Fighter
1143,NHVsOGTdL64_VCjzewVwQbNOLSIfhTz5pOF4mWS1hHYpf3s,Mıkęy,763,I,LA1,84,Akali,Assassin
1144,871Ri7AYQPLpFQmHZbGQ-l0sKHyEA9vco30N5xVGPXuC,Darrumus500,760,I,LA1,154,Zac,Tank
1145,XC_IFsqoN7ypGeUYsp9S93Z4qXlfkJzuUQnQ0kQC-1eSa2k,BirdsInTheTrap,758,I,LA1,104,Graves,Marksman
1146,LRiQ7J5R7-e7J7xiZpQ3cHYwMtUxoBlGWO3_uNNqaoVT,zShyna,756,I,LA1,84,Akali,Assassin
1147,3NnMIG8vWYp-KNzbQNddRWCY3q9kMzgFeDJzmYQ2SSsERYQ,RRREADY,755,I,LA1,245,Ekko,Assassin
1148,N_b_HKZL_-M7KlYMPzPMt3xVUa8iw-tI8uCxD_7uRPK04g,ily nore,755,I,LA1,76,Nidalee,Assassin
1149,SKtAx--5FeL5vRB8jW3i3AkpGnVSHzISdvuHfxW9RKc7AjA,Sung Suhø,754,I,LA1,121,Khazix,Assassin
1150,pdtr7uZxRxmNWWyZea65_xDgHbNcjsi_bto5yvAiPyKi,Narukami,753,I,LA1,121,Khazix,Assassin
1151,Tl_QIiq9onPWohU9UfPVLpTeseUWRsDDI9aCFU9Hsr_4G0s,Uranium238,753,I,LA1,121,Khazix,Assassin
1152,CYPQtFN1XdShxpL7Vnb2D9Fu-epHf1y2kySSI9wsOR8,Sinfonias,750,I,LA1,99,Lux,Mage
1153,6Dvdrlv08Zfcya01EJl6lCrj6JWNGjw1-5v9iVGCgeXsuiU,TNT ARRoGaNT,747,I,LA1,24,Jax,Fighter
1154,lchG7MC1NyfUvA5MJzA8Ph_GVkpxCNxRkTxfsW4aRkdKzo0,SDE Uzumaki,744,I,LA1,516,Ornn,Tank
1155,Rmw9FIB55mN1WX7QMXgD_DOxMfvOVBtIZI3uWi3dKXsaTg,Wu Fei DengFeng,744,I,LA1,222,Jinx,Marksman
1156,IJedVNB9uv-V-VcXHNQRIZRQpajVh9_m56sG5caQFU3ItA,Wolýo,741,I,LA1,136,AurelionSol,Mage
1157,skIE4JDfTSES5W8OgtPukmNa2TwEBDFmWp4-5LK1UgT2,Miyamoto Musashi,735,I,LA1,157,Yasuo,Fighter
1158,IDfjvpIhse7t6yknUtHHj-U29eadFIZU9K5Ul28NTwM,Sandroxx,735,I,LA1,64,LeeSin,Fighter
1159,_gt7hDtw-aO1WybrQIxO55E-17ndYYnbLhseO59-Z8_cOQ,Falan,734,I,LA1,61,Orianna,Mage
1160,tOJbGi5X0w0VfMI9orERkfruK0SU30iQylbF5VhWJZLyvi0,SG MiloCalienté,733,I,LA1,236,Lucian,Marksman
1161,bLGdjvD81weL6HzEy6YZivkk5ZU1jJUfgci8Uij94p6DWw,FDS MØTØMAMI,730,I,LA1,235,Senna,Marksman
1162,P7eoUS6YxMYj7yLvBtxwTm-cHQxhAix-V735TsF7Of8B,Quick Overlord,729,I,LA1,238,Zed,Assassin
1163,7ztLCXJadZMvRvQABnb7MRJe7XuHVD-AAQt8oe-sdlJncrc,Maybe,729,I,LA1,267,Nami,Support
1164,iwFeeVfvs2zljyIkuA9794ML48Pbp1dCwYWqVLSAhxGYbA,Nino Nakanoº ,728,I,LA1,82,Mordekaiser,Fighter
1165,9vPJBr4ETa-PEjrDfXZTDqc6-UYqVEALM83MzjmQ24LnpQ,x Black Fire x,728,I,LA1,43,Karma,Mage
1166,eNyLDxCxZKYTx3ETJjhUElrTgbbnxzatriNQIKQAibNT-vM,44 Deadly,727,I,LA1,238,Zed,Assassin
1167,yryA-sXpb8NX79vpn9hbTVW_yDgf0HuylqVxBjpHiC9ycN8,Lrx1000,722,I,LA1,75,Nasus,Fighter
1168,9pBTU9jEEoTsv0K5sQYpZh4ctomyanw7_rxrWA-2IKLl,Rastafari,720,I,LA1,236,Lucian,Marksman
1169,fyBfXhzGhGKkyROYUqvV39Cvcgkp3ElBifcCIAlbEoI,Aesthetic Girl,717,I,LA1,68,Rumble,Fighter
1170,6_4g_A7lZrB7A17xKcM-GDnwbWR9d-fFYQJkfzkZey4fbQ,Draikko,714,I,LA1,41,Gangplank,Fighter
1171,9w0olu5HriKljykLNL2ioCUJLgz1q8zL_i1p8C9Gz2e6wIU,Doctora Orianna,713,I,LA1,61,Orianna,Mage
1172,zk37YgXoYxZptZPcyjHWTnycK1Of1iEUEL25D3ZSkCq2,Get Jïnxed,710,I,LA1,145,Kaisa,Marksman
1173,vUHkI0ZHqEAa7O6hmwzaImBjISxCZqvWhEeT3G2qPrwU6w,Gandalfr422,709,I,LA1,238,Zed,Assassin
1174,aEflISnpatjSB0_V93fuZRLNkMkbfCaEdxFzNsk67y7jaA,Melvox,708,I,LA1,24,Jax,Fighter
1175,VxDQb4KQhp3hUL9Qf_gf0jRSbmKtT6Wmsx0JsHsNI5h8YA8,Nikko Senpai,706,I,LA1,202,Jhin,Marksman
